feature,importance
B_10_max,3.2367346738828155
B_11_max,2.284613792551327
B_12_max,2.2989704185214617
B_13_max,1.213298862757701
B_14_max,1.458517298442122
B_15_max,1.1201554914182905
B_16_max,1.7255496847175689
B_17_max,2.9483802125635252
B_18_max,2.1554381429356066
B_19_max,1.4851749791073385
B_1_max,1.768154815105018
B_20_max,1.5002875859591172
B_21_max,1.1639425890601387
B_22_max,0.9600897230497638
B_23_max,2.2612502198220614
B_24_max,1.3416266211900951
B_25_max,1.5555285082207528
B_26_max,1.75609401794713
B_27_max,0.9513975620073358
B_28_max,1.1614408919533967
B_29_max,0.5779829158317047
B_2_max,5.033054283409494
B_30_max,0.8364879948678847
B_30_te_max,0.9097477847684734
B_31_max,2.536511999307369e-07
B_32_max,0.13744603518111342
B_33_max,0.7954351993218279
B_36_max,0.8759881753345004
B_37_max,1.6857784958516524
B_38_max,0.758880422866779
B_38_te_max,0.8741924173449784
B_39_max,0.12076376658260558
B_3_max,3.9530647584697096
B_40_max,2.4567194475370595
B_41_max,0.048610207110220634
B_42_max,0.029572333179144827
B_4_max,3.645025032775826
B_5_max,5.947607023705194
B_6_max,1.837098687242268
B_7_max,1.7947386708510746
B_8_max,1.2345792744712032
B_9_max,2.0417130837223527
D_102_max,1.2274357525822073
D_103_max,0.11218441195631443
D_104_max,0.6859168338190063
D_105_max,0.7754590725131152
D_106_max,0.3929749452306564
D_107_max,0.1424114618858098
D_108_max,0.26450918175036386
D_109_max,0.0007799109781710714
D_110_max,0.23479466887960743
D_111_max,0.0660645486473425
D_112_max,1.0515566568903725
D_113_max,0.42016604557115483
D_114_max,0.2713014934964086
D_114_te_max,0.38403546427166824
D_115_max,1.0589850185330358
D_116_max,0.048096864663606465
D_116_te_max,0.14009828110019001
D_117_max,0.22270350776017525
D_117_te_max,0.26474233876398834
D_118_max,0.8126253067568138
D_119_max,0.7825617040078892
D_120_max,0.4206557315842929
D_120_te_max,0.5937584207583295
D_121_max,1.6419242519357984
D_122_max,0.5272404162074492
D_123_max,1.0034279295014055
D_124_max,0.8828460698086975
D_125_max,0.3138434501769926
D_126_max,0.039713685055723535
D_126_te_max,0.6340028025767452
D_127_max,0.005503512236969331
D_128_max,0.9294025524798758
D_129_max,0.22519253227407499
D_130_max,0.7508713229903907
D_131_max,0.5240475582753114
D_132_max,0.6057736716646909
D_133_max,1.3605369056571692
D_134_max,0.5236874210828095
D_135_max,0.06392931486964806
D_136_max,0.16000446865135837
D_137_max,0.03986739316089664
D_138_max,0.07362260955259604
D_139_max,0.09293210645239863
D_140_max,0.033407552904812204
D_141_max,0.4350460602924892
D_142_max,0.4392009156213905
D_143_max,0.11306133170590915
D_144_max,0.9715285092909006
D_145_max,0.3391954993931826
D_39_max,4.945658458568888
D_41_max,1.112054750636862
D_42_max,2.0374584923695145
D_43_max,2.0550714145811755
D_44_max,1.5969723004686958
D_45_max,2.050451182494756
D_46_max,3.61633092517864
D_47_max,1.9587696151498921
D_48_max,2.262542671290569
D_49_max,1.638902380173524
D_50_max,2.1889988494623327
D_51_max,0.9980580913064523
D_52_max,2.0178193546088523
D_53_max,1.1561829675555952
D_54_max,0.061537111051181426
D_55_max,2.022151589881651
D_56_max,1.6089093982457672
D_58_max,1.1884167088008035
D_59_max,1.3002302980069196
D_60_max,1.5012691681541321
D_61_max,1.7761110827612636
D_62_max,1.8467169864981525
D_63_te_max,0.14007440621729084
D_64_max,0.395685192746379
D_64_te_max,0.2559323854749795
D_65_max,1.152054956444538
D_66_max,0.8929677139014116
D_66_te_max,0.05371708135602295
D_68_max,0.18772684259368072
D_68_te_max,0.4354666322530694
D_69_max,1.4124414965744974
